target_end_date,location,value,target_variable,model
2015-10-11,hhs1,0.613241,inc wili,observed data
2015-10-11,hhs10,0.756054,inc wili,observed data
2015-10-11,hhs2,0.951433,inc wili,observed data
2015-10-11,hhs3,1.26021,inc wili,observed data
2015-10-11,hhs4,1.07454,inc wili,observed data
2015-10-11,hhs5,1.16893,inc wili,observed data
2015-10-11,hhs6,2.80592,inc wili,observed data
2015-10-11,hhs7,0.887407,inc wili,observed data
2015-10-11,hhs8,0.672674,inc wili,observed data
2015-10-11,hhs9,1.48977,inc wili,observed data
2015-10-11,nat,1.31066,inc wili,observed data
2015-10-18,hhs1,0.721747,inc wili,observed data
2015-10-18,hhs10,0.550018,inc wili,observed data
2015-10-18,hhs2,1.23018,inc wili,observed data
2015-10-18,hhs3,1.53341,inc wili,observed data
2015-10-18,hhs4,1.0487899999999999,inc wili,observed data
2015-10-18,hhs5,1.06713,inc wili,observed data
2015-10-18,hhs6,2.98999,inc wili,observed data
2015-10-18,hhs7,1.12273,inc wili,observed data
2015-10-18,hhs8,0.688796,inc wili,observed data
2015-10-18,hhs9,1.43902,inc wili,observed data
2015-10-18,nat,1.3711,inc wili,observed data
2015-10-25,hhs1,0.767136,inc wili,observed data
2015-10-25,hhs10,0.853014,inc wili,observed data
2015-10-25,hhs2,1.10278,inc wili,observed data
2015-10-25,hhs3,1.39535,inc wili,observed data
2015-10-25,hhs4,1.07812,inc wili,observed data
2015-10-25,hhs5,1.115,inc wili,observed data
2015-10-25,hhs6,3.09627,inc wili,observed data
2015-10-25,hhs7,0.854524,inc wili,observed data
2015-10-25,hhs8,0.612608,inc wili,observed data
2015-10-25,hhs9,1.58879,inc wili,observed data
2015-10-25,nat,1.39171,inc wili,observed data
2015-11-01,hhs1,0.923337,inc wili,observed data
2015-11-01,hhs10,0.526763,inc wili,observed data
2015-11-01,hhs2,1.21684,inc wili,observed data
2015-11-01,hhs3,1.53447,inc wili,observed data
2015-11-01,hhs4,1.08835,inc wili,observed data
2015-11-01,hhs5,1.21929,inc wili,observed data
2015-11-01,hhs6,2.87066,inc wili,observed data
2015-11-01,hhs7,1.15375,inc wili,observed data
2015-11-01,hhs8,0.721433,inc wili,observed data
2015-11-01,hhs9,1.70585,inc wili,observed data
2015-11-01,nat,1.43712,inc wili,observed data
2015-11-08,hhs1,0.767975,inc wili,observed data
2015-11-08,hhs10,0.891904,inc wili,observed data
2015-11-08,hhs2,1.07336,inc wili,observed data
2015-11-08,hhs3,1.57587,inc wili,observed data
2015-11-08,hhs4,1.0871,inc wili,observed data
2015-11-08,hhs5,1.30849,inc wili,observed data
2015-11-08,hhs6,3.26718,inc wili,observed data
2015-11-08,hhs7,1.20878,inc wili,observed data
2015-11-08,hhs8,0.744407,inc wili,observed data
2015-11-08,hhs9,1.73921,inc wili,observed data
2015-11-08,nat,1.50165,inc wili,observed data
2015-11-15,hhs1,0.736201,inc wili,observed data
2015-11-15,hhs10,0.699363,inc wili,observed data
2015-11-15,hhs2,1.3633,inc wili,observed data
2015-11-15,hhs3,1.72001,inc wili,observed data
2015-11-15,hhs4,1.26322,inc wili,observed data
2015-11-15,hhs5,1.24532,inc wili,observed data
2015-11-15,hhs6,3.27454,inc wili,observed data
2015-11-15,hhs7,1.05016,inc wili,observed data
2015-11-15,hhs8,0.776688,inc wili,observed data
2015-11-15,hhs9,1.98744,inc wili,observed data
2015-11-15,nat,1.59805,inc wili,observed data
2015-11-22,hhs1,0.954736,inc wili,observed data
2015-11-22,hhs10,0.82039,inc wili,observed data
2015-11-22,hhs2,1.35069,inc wili,observed data
2015-11-22,hhs3,2.17414,inc wili,observed data
2015-11-22,hhs4,1.56158,inc wili,observed data
2015-11-22,hhs5,1.43337,inc wili,observed data
2015-11-22,hhs6,4.08707,inc wili,observed data
2015-11-22,hhs7,1.31092,inc wili,observed data
2015-11-22,hhs8,0.997922,inc wili,observed data
2015-11-22,hhs9,2.2437,inc wili,observed data
2015-11-22,nat,1.89668,inc wili,observed data
2015-11-29,hhs1,0.807851,inc wili,observed data
2015-11-29,hhs10,0.812498,inc wili,observed data
2015-11-29,hhs2,1.57092,inc wili,observed data
2015-11-29,hhs3,1.83996,inc wili,observed data
2015-11-29,hhs4,1.31254,inc wili,observed data
2015-11-29,hhs5,1.14488,inc wili,observed data
2015-11-29,hhs6,3.638,inc wili,observed data
2015-11-29,hhs7,0.95359,inc wili,observed data
2015-11-29,hhs8,0.725679,inc wili,observed data
2015-11-29,hhs9,2.00403,inc wili,observed data
2015-11-29,nat,1.67728,inc wili,observed data
2015-12-06,hhs1,0.975831,inc wili,observed data
2015-12-06,hhs10,0.594886,inc wili,observed data
2015-12-06,hhs2,1.86092,inc wili,observed data
2015-12-06,hhs3,2.02023,inc wili,observed data
2015-12-06,hhs4,1.33302,inc wili,observed data
2015-12-06,hhs5,1.38051,inc wili,observed data
2015-12-06,hhs6,3.6785,inc wili,observed data
2015-12-06,hhs7,0.912263,inc wili,observed data
2015-12-06,hhs8,0.891982,inc wili,observed data
2015-12-06,hhs9,2.0343,inc wili,observed data
2015-12-06,nat,1.78296,inc wili,observed data
2015-12-13,hhs1,1.03668,inc wili,observed data
2015-12-13,hhs10,0.658719,inc wili,observed data
2015-12-13,hhs2,1.74541,inc wili,observed data
2015-12-13,hhs3,2.27837,inc wili,observed data
2015-12-13,hhs4,1.4868,inc wili,observed data
2015-12-13,hhs5,1.44161,inc wili,observed data
2015-12-13,hhs6,3.75233,inc wili,observed data
2015-12-13,hhs7,1.19874,inc wili,observed data
2015-12-13,hhs8,0.895779,inc wili,observed data
2015-12-13,hhs9,2.13484,inc wili,observed data
2015-12-13,nat,1.87336,inc wili,observed data
2015-12-20,hhs1,1.38302,inc wili,observed data
2015-12-20,hhs10,0.66188,inc wili,observed data
2015-12-20,hhs2,2.29498,inc wili,observed data
2015-12-20,hhs3,2.81511,inc wili,observed data
2015-12-20,hhs4,1.86992,inc wili,observed data
2015-12-20,hhs5,1.8278,inc wili,observed data
2015-12-20,hhs6,4.27091,inc wili,observed data
2015-12-20,hhs7,1.39056,inc wili,observed data
2015-12-20,hhs8,1.15229,inc wili,observed data
2015-12-20,hhs9,2.80184,inc wili,observed data
2015-12-20,nat,2.32148,inc wili,observed data
2015-12-27,hhs1,1.59869,inc wili,observed data
2015-12-27,hhs10,0.791975,inc wili,observed data
2015-12-27,hhs2,2.30133,inc wili,observed data
2015-12-27,hhs3,2.97706,inc wili,observed data
2015-12-27,hhs4,1.72166,inc wili,observed data
2015-12-27,hhs5,1.73677,inc wili,observed data
2015-12-27,hhs6,4.63939,inc wili,observed data
2015-12-27,hhs7,1.55082,inc wili,observed data
2015-12-27,hhs8,1.49666,inc wili,observed data
2015-12-27,hhs9,3.04687,inc wili,observed data
2015-12-27,nat,2.40991,inc wili,observed data
2016-01-03,hhs1,1.32779,inc wili,observed data
2016-01-03,hhs10,0.888661,inc wili,observed data
2016-01-03,hhs2,1.77591,inc wili,observed data
2016-01-03,hhs3,2.38365,inc wili,observed data
2016-01-03,hhs4,1.36654,inc wili,observed data
2016-01-03,hhs5,1.40441,inc wili,observed data
2016-01-03,hhs6,3.77153,inc wili,observed data
2016-01-03,hhs7,1.41906,inc wili,observed data
2016-01-03,hhs8,1.11457,inc wili,observed data
2016-01-03,hhs9,2.42695,inc wili,observed data
2016-01-03,nat,1.94328,inc wili,observed data
2016-01-10,hhs1,1.40757,inc wili,observed data
2016-01-10,hhs10,1.08777,inc wili,observed data
2016-01-10,hhs2,2.37764,inc wili,observed data
2016-01-10,hhs3,2.32746,inc wili,observed data
2016-01-10,hhs4,1.48204,inc wili,observed data
2016-01-10,hhs5,1.36099,inc wili,observed data
2016-01-10,hhs6,3.53418,inc wili,observed data
2016-01-10,hhs7,1.1452,inc wili,observed data
2016-01-10,hhs8,1.1948,inc wili,observed data
2016-01-10,hhs9,2.40393,inc wili,observed data
2016-01-10,nat,1.99796,inc wili,observed data
2016-01-17,hhs1,1.51447,inc wili,observed data
2016-01-17,hhs10,1.3789,inc wili,observed data
2016-01-17,hhs2,2.1842800000000002,inc wili,observed data
2016-01-17,hhs3,2.28403,inc wili,observed data
2016-01-17,hhs4,1.74907,inc wili,observed data
2016-01-17,hhs5,1.43821,inc wili,observed data
2016-01-17,hhs6,3.78371,inc wili,observed data
2016-01-17,hhs7,1.15409,inc wili,observed data
2016-01-17,hhs8,1.223,inc wili,observed data
2016-01-17,hhs9,2.64512,inc wili,observed data
2016-01-17,nat,2.11829,inc wili,observed data
2016-01-24,hhs1,1.70905,inc wili,observed data
2016-01-24,hhs10,1.41403,inc wili,observed data
2016-01-24,hhs2,2.32815,inc wili,observed data
2016-01-24,hhs3,2.23747,inc wili,observed data
2016-01-24,hhs4,1.8905,inc wili,observed data
2016-01-24,hhs5,1.45151,inc wili,observed data
2016-01-24,hhs6,4.19069,inc wili,observed data
2016-01-24,hhs7,1.175,inc wili,observed data
2016-01-24,hhs8,1.27726,inc wili,observed data
2016-01-24,hhs9,2.82762,inc wili,observed data
2016-01-24,nat,2.25112,inc wili,observed data
2016-01-31,hhs1,1.80717,inc wili,observed data
2016-01-31,hhs10,1.65259,inc wili,observed data
2016-01-31,hhs2,2.50124,inc wili,observed data
2016-01-31,hhs3,1.9545,inc wili,observed data
2016-01-31,hhs4,2.0207,inc wili,observed data
2016-01-31,hhs5,1.57564,inc wili,observed data
2016-01-31,hhs6,4.15589,inc wili,observed data
2016-01-31,hhs7,1.12489,inc wili,observed data
2016-01-31,hhs8,1.56575,inc wili,observed data
2016-01-31,hhs9,3.24343,inc wili,observed data
2016-01-31,nat,2.37116,inc wili,observed data
2016-02-07,hhs1,1.98555,inc wili,observed data
2016-02-07,hhs10,1.73793,inc wili,observed data
2016-02-07,hhs2,3.21581,inc wili,observed data
2016-02-07,hhs3,2.25924,inc wili,observed data
2016-02-07,hhs4,2.24789,inc wili,observed data
2016-02-07,hhs5,1.82622,inc wili,observed data
2016-02-07,hhs6,4.8437,inc wili,observed data
2016-02-07,hhs7,1.50883,inc wili,observed data
2016-02-07,hhs8,1.82146,inc wili,observed data
2016-02-07,hhs9,3.96877,inc wili,observed data
2016-02-07,nat,2.80035,inc wili,observed data
2016-02-14,hhs1,1.98808,inc wili,observed data
2016-02-14,hhs10,2.44289,inc wili,observed data
2016-02-14,hhs2,2.76832,inc wili,observed data
2016-02-14,hhs3,2.5782,inc wili,observed data
2016-02-14,hhs4,2.92328,inc wili,observed data
2016-02-14,hhs5,2.38921,inc wili,observed data
2016-02-14,hhs6,5.31515,inc wili,observed data
2016-02-14,hhs7,1.81036,inc wili,observed data
2016-02-14,hhs8,2.15404,inc wili,observed data
2016-02-14,hhs9,4.3744,inc wili,observed data
2016-02-14,nat,3.16475,inc wili,observed data
2016-02-21,hhs1,1.97011,inc wili,observed data
2016-02-21,hhs10,2.13499,inc wili,observed data
2016-02-21,hhs2,3.17342,inc wili,observed data
2016-02-21,hhs3,2.92751,inc wili,observed data
2016-02-21,hhs4,3.32059,inc wili,observed data
2016-02-21,hhs5,2.69171,inc wili,observed data
2016-02-21,hhs6,4.16406,inc wili,observed data
2016-02-21,hhs7,1.8449,inc wili,observed data
2016-02-21,hhs8,2.17828,inc wili,observed data
2016-02-21,hhs9,3.92775,inc wili,observed data
2016-02-21,nat,3.15183,inc wili,observed data
2016-02-28,hhs1,2.00001,inc wili,observed data
2016-02-28,hhs10,1.98941,inc wili,observed data
2016-02-28,hhs2,3.69465,inc wili,observed data
2016-02-28,hhs3,3.28807,inc wili,observed data
2016-02-28,hhs4,3.2935,inc wili,observed data
2016-02-28,hhs5,2.9944,inc wili,observed data
2016-02-28,hhs6,4.48291,inc wili,observed data
2016-02-28,hhs7,2.40642,inc wili,observed data
2016-02-28,hhs8,2.03079,inc wili,observed data
2016-02-28,hhs9,3.84237,inc wili,observed data
2016-02-28,nat,3.3321,inc wili,observed data
2016-03-06,hhs1,2.54487,inc wili,observed data
2016-03-06,hhs10,2.21239,inc wili,observed data
2016-03-06,hhs2,4.01335,inc wili,observed data
2016-03-06,hhs3,3.98252,inc wili,observed data
2016-03-06,hhs4,3.63006,inc wili,observed data
2016-03-06,hhs5,3.41225,inc wili,observed data
2016-03-06,hhs6,4.14826,inc wili,observed data
2016-03-06,hhs7,2.50362,inc wili,observed data
2016-03-06,hhs8,2.14672,inc wili,observed data
2016-03-06,hhs9,3.8018,inc wili,observed data
2016-03-06,nat,3.56024,inc wili,observed data
2016-03-13,hhs1,2.20908,inc wili,observed data
2016-03-13,hhs10,2.17566,inc wili,observed data
2016-03-13,hhs2,4.07985,inc wili,observed data
2016-03-13,hhs3,3.21284,inc wili,observed data
2016-03-13,hhs4,2.85287,inc wili,observed data
2016-03-13,hhs5,2.60673,inc wili,observed data
2016-03-13,hhs6,3.66362,inc wili,observed data
2016-03-13,hhs7,1.99971,inc wili,observed data
2016-03-13,hhs8,2.16058,inc wili,observed data
2016-03-13,hhs9,3.33737,inc wili,observed data
2016-03-13,nat,3.05479,inc wili,observed data
2016-03-20,hhs1,2.01418,inc wili,observed data
2016-03-20,hhs10,1.707,inc wili,observed data
2016-03-20,hhs2,3.34526,inc wili,observed data
2016-03-20,hhs3,2.99606,inc wili,observed data
2016-03-20,hhs4,2.76107,inc wili,observed data
2016-03-20,hhs5,2.31501,inc wili,observed data
2016-03-20,hhs6,3.43738,inc wili,observed data
2016-03-20,hhs7,2.05839,inc wili,observed data
2016-03-20,hhs8,1.85893,inc wili,observed data
2016-03-20,hhs9,3.00567,inc wili,observed data
2016-03-20,nat,2.76732,inc wili,observed data
2016-03-27,hhs1,2.03999,inc wili,observed data
2016-03-27,hhs10,1.77751,inc wili,observed data
2016-03-27,hhs2,2.27089,inc wili,observed data
2016-03-27,hhs3,2.50992,inc wili,observed data
2016-03-27,hhs4,2.65159,inc wili,observed data
2016-03-27,hhs5,2.00175,inc wili,observed data
2016-03-27,hhs6,3.05546,inc wili,observed data
2016-03-27,hhs7,2.09375,inc wili,observed data
2016-03-27,hhs8,1.75981,inc wili,observed data
2016-03-27,hhs9,2.78509,inc wili,observed data
2016-03-27,nat,2.44161,inc wili,observed data
2016-04-03,hhs1,1.71028,inc wili,observed data
2016-04-03,hhs10,1.71131,inc wili,observed data
2016-04-03,hhs2,1.9742,inc wili,observed data
2016-04-03,hhs3,2.08681,inc wili,observed data
2016-04-03,hhs4,2.13917,inc wili,observed data
2016-04-03,hhs5,1.59107,inc wili,observed data
2016-04-03,hhs6,2.70478,inc wili,observed data
2016-04-03,hhs7,1.54483,inc wili,observed data
2016-04-03,hhs8,1.64976,inc wili,observed data
2016-04-03,hhs9,2.2393,inc wili,observed data
2016-04-03,nat,2.03348,inc wili,observed data
2016-04-10,hhs1,1.57636,inc wili,observed data
2016-04-10,hhs10,0.994849,inc wili,observed data
2016-04-10,hhs2,2.22224,inc wili,observed data
2016-04-10,hhs3,2.18209,inc wili,observed data
2016-04-10,hhs4,2.03332,inc wili,observed data
2016-04-10,hhs5,1.45157,inc wili,observed data
2016-04-10,hhs6,3.03213,inc wili,observed data
2016-04-10,hhs7,1.39301,inc wili,observed data
2016-04-10,hhs8,1.29508,inc wili,observed data
2016-04-10,hhs9,2.0331,inc wili,observed data
2016-04-10,nat,1.98593,inc wili,observed data
2016-04-17,hhs1,1.62583,inc wili,observed data
2016-04-17,hhs10,0.812725,inc wili,observed data
2016-04-17,hhs2,2.00991,inc wili,observed data
2016-04-17,hhs3,2.28142,inc wili,observed data
2016-04-17,hhs4,1.99591,inc wili,observed data
2016-04-17,hhs5,1.46162,inc wili,observed data
2016-04-17,hhs6,3.12015,inc wili,observed data
2016-04-17,hhs7,1.20827,inc wili,observed data
2016-04-17,hhs8,1.14872,inc wili,observed data
2016-04-17,hhs9,1.76124,inc wili,observed data
2016-04-17,nat,1.91514,inc wili,observed data
2016-04-24,hhs1,1.13344,inc wili,observed data
2016-04-24,hhs10,0.751127,inc wili,observed data
2016-04-24,hhs2,1.6754,inc wili,observed data
2016-04-24,hhs3,2.1751,inc wili,observed data
2016-04-24,hhs4,1.76476,inc wili,observed data
2016-04-24,hhs5,1.34292,inc wili,observed data
2016-04-24,hhs6,2.63344,inc wili,observed data
2016-04-24,hhs7,0.986163,inc wili,observed data
2016-04-24,hhs8,0.983857,inc wili,observed data
2016-04-24,hhs9,1.74637,inc wili,observed data
2016-04-24,nat,1.69968,inc wili,observed data
2016-05-01,hhs1,1.05605,inc wili,observed data
2016-05-01,hhs10,0.940669,inc wili,observed data
2016-05-01,hhs2,1.4765,inc wili,observed data
2016-05-01,hhs3,1.88369,inc wili,observed data
2016-05-01,hhs4,1.67187,inc wili,observed data
2016-05-01,hhs5,1.03214,inc wili,observed data
2016-05-01,hhs6,2.52747,inc wili,observed data
2016-05-01,hhs7,0.908619,inc wili,observed data
2016-05-01,hhs8,0.967427,inc wili,observed data
2016-05-01,hhs9,1.79629,inc wili,observed data
2016-05-01,nat,1.57635,inc wili,observed data
2016-05-08,hhs1,0.89892,inc wili,observed data
2016-05-08,hhs10,0.529396,inc wili,observed data
2016-05-08,hhs2,1.38879,inc wili,observed data
2016-05-08,hhs3,1.7257,inc wili,observed data
2016-05-08,hhs4,1.47025,inc wili,observed data
2016-05-08,hhs5,1.11499,inc wili,observed data
2016-05-08,hhs6,2.08684,inc wili,observed data
2016-05-08,hhs7,0.704888,inc wili,observed data
2016-05-08,hhs8,0.818413,inc wili,observed data
2016-05-08,hhs9,1.52741,inc wili,observed data
2016-05-08,nat,1.3935,inc wili,observed data
2016-05-15,hhs1,0.895756,inc wili,observed data
2016-05-15,hhs10,0.530742,inc wili,observed data
2016-05-15,hhs2,1.25627,inc wili,observed data
2016-05-15,hhs3,1.66207,inc wili,observed data
2016-05-15,hhs4,1.21156,inc wili,observed data
2016-05-15,hhs5,1.04588,inc wili,observed data
2016-05-15,hhs6,2.09639,inc wili,observed data
2016-05-15,hhs7,0.59335,inc wili,observed data
2016-05-15,hhs8,0.73938,inc wili,observed data
2016-05-15,hhs9,1.49464,inc wili,observed data
2016-05-15,nat,1.29941,inc wili,observed data
2016-05-22,hhs1,0.845762,inc wili,observed data
2016-05-22,hhs10,0.201718,inc wili,observed data
2016-05-22,hhs2,1.21486,inc wili,observed data
2016-05-22,hhs3,1.53578,inc wili,observed data
2016-05-22,hhs4,1.06968,inc wili,observed data
2016-05-22,hhs5,0.803267,inc wili,observed data
2016-05-22,hhs6,2.17518,inc wili,observed data
2016-05-22,hhs7,0.32297,inc wili,observed data
2016-05-22,hhs8,0.73781,inc wili,observed data
2016-05-22,hhs9,1.38824,inc wili,observed data
2016-05-22,nat,1.18379,inc wili,observed data
2016-05-29,hhs1,0.744632,inc wili,observed data
2016-05-29,hhs10,0.187745,inc wili,observed data
2016-05-29,hhs2,0.83189,inc wili,observed data
2016-05-29,hhs3,1.76657,inc wili,observed data
2016-05-29,hhs4,1.0761,inc wili,observed data
2016-05-29,hhs5,0.912362,inc wili,observed data
2016-05-29,hhs6,1.96065,inc wili,observed data
2016-05-29,hhs7,0.395716,inc wili,observed data
2016-05-29,hhs8,0.724162,inc wili,observed data
2016-05-29,hhs9,1.31969,inc wili,observed data
2016-05-29,nat,1.13723,inc wili,observed data
2016-06-05,hhs1,0.743073,inc wili,observed data
2016-06-05,hhs10,0.274262,inc wili,observed data
2016-06-05,hhs2,0.892695,inc wili,observed data
2016-06-05,hhs3,1.48481,inc wili,observed data
2016-06-05,hhs4,0.958225,inc wili,observed data
2016-06-05,hhs5,0.838666,inc wili,observed data
2016-06-05,hhs6,1.59479,inc wili,observed data
2016-06-05,hhs7,0.527908,inc wili,observed data
2016-06-05,hhs8,0.568101,inc wili,observed data
2016-06-05,hhs9,1.30581,inc wili,observed data
2016-06-05,nat,1.04118,inc wili,observed data
2016-06-12,hhs1,0.512698,inc wili,observed data
2016-06-12,hhs10,0.334307,inc wili,observed data
2016-06-12,hhs2,0.829248,inc wili,observed data
2016-06-12,hhs3,1.24603,inc wili,observed data
2016-06-12,hhs4,0.995012,inc wili,observed data
2016-06-12,hhs5,0.702271,inc wili,observed data
2016-06-12,hhs6,1.6469800000000001,inc wili,observed data
2016-06-12,hhs7,0.309099,inc wili,observed data
2016-06-12,hhs8,0.540166,inc wili,observed data
2016-06-12,hhs9,1.21624,inc wili,observed data
2016-06-12,nat,0.971814,inc wili,observed data
2016-06-19,hhs1,0.398488,inc wili,observed data
2016-06-19,hhs10,0.218156,inc wili,observed data
2016-06-19,hhs2,0.805577,inc wili,observed data
2016-06-19,hhs3,1.27777,inc wili,observed data
2016-06-19,hhs4,0.844627,inc wili,observed data
2016-06-19,hhs5,0.57142,inc wili,observed data
2016-06-19,hhs6,1.44474,inc wili,observed data
2016-06-19,hhs7,0.306155,inc wili,observed data
2016-06-19,hhs8,0.464534,inc wili,observed data
2016-06-19,hhs9,1.07191,inc wili,observed data
2016-06-19,nat,0.863306,inc wili,observed data
2016-06-26,hhs1,0.392526,inc wili,observed data
2016-06-26,hhs10,0.10407,inc wili,observed data
2016-06-26,hhs2,0.839301,inc wili,observed data
2016-06-26,hhs3,1.17232,inc wili,observed data
2016-06-26,hhs4,0.713695,inc wili,observed data
2016-06-26,hhs5,0.561355,inc wili,observed data
2016-06-26,hhs6,1.42227,inc wili,observed data
2016-06-26,hhs7,0.294126,inc wili,observed data
2016-06-26,hhs8,0.477685,inc wili,observed data
2016-06-26,hhs9,1.14158,inc wili,observed data
2016-06-26,nat,0.833797,inc wili,observed data
2016-07-03,hhs1,0.3677,inc wili,observed data
2016-07-03,hhs10,0.177107,inc wili,observed data
2016-07-03,hhs2,0.682034,inc wili,observed data
2016-07-03,hhs3,1.08185,inc wili,observed data
2016-07-03,hhs4,0.675263,inc wili,observed data
2016-07-03,hhs5,0.528919,inc wili,observed data
2016-07-03,hhs6,1.36613,inc wili,observed data
2016-07-03,hhs7,0.373576,inc wili,observed data
2016-07-03,hhs8,0.451657,inc wili,observed data
2016-07-03,hhs9,1.09858,inc wili,observed data
2016-07-03,nat,0.784516,inc wili,observed data
2016-07-10,hhs1,0.377947,inc wili,observed data
2016-07-10,hhs10,0.235844,inc wili,observed data
2016-07-10,hhs2,0.660509,inc wili,observed data
2016-07-10,hhs3,0.966718,inc wili,observed data
2016-07-10,hhs4,0.65847,inc wili,observed data
2016-07-10,hhs5,0.530323,inc wili,observed data
2016-07-10,hhs6,1.28243,inc wili,observed data
2016-07-10,hhs7,0.266904,inc wili,observed data
2016-07-10,hhs8,0.417195,inc wili,observed data
2016-07-10,hhs9,0.960341,inc wili,observed data
2016-07-10,nat,0.734327,inc wili,observed data
2016-07-17,hhs1,0.396991,inc wili,observed data
2016-07-17,hhs10,0.151754,inc wili,observed data
2016-07-17,hhs2,0.679526,inc wili,observed data
2016-07-17,hhs3,0.960438,inc wili,observed data
2016-07-17,hhs4,0.637795,inc wili,observed data
2016-07-17,hhs5,0.524615,inc wili,observed data
2016-07-17,hhs6,1.16551,inc wili,observed data
2016-07-17,hhs7,0.162856,inc wili,observed data
2016-07-17,hhs8,0.43248,inc wili,observed data
2016-07-17,hhs9,0.88295,inc wili,observed data
2016-07-17,nat,0.698845,inc wili,observed data
2016-07-24,hhs1,0.354401,inc wili,observed data
2016-07-24,hhs10,0.239537,inc wili,observed data
2016-07-24,hhs2,0.746436,inc wili,observed data
2016-07-24,hhs3,0.973083,inc wili,observed data
2016-07-24,hhs4,0.653224,inc wili,observed data
2016-07-24,hhs5,0.571754,inc wili,observed data
2016-07-24,hhs6,1.2563,inc wili,observed data
2016-07-24,hhs7,0.325119,inc wili,observed data
2016-07-24,hhs8,0.35978,inc wili,observed data
2016-07-24,hhs9,0.798763,inc wili,observed data
2016-07-24,nat,0.723099,inc wili,observed data
2016-07-31,hhs1,0.379867,inc wili,observed data
2016-07-31,hhs10,0.159146,inc wili,observed data
2016-07-31,hhs2,0.634354,inc wili,observed data
2016-07-31,hhs3,0.964079,inc wili,observed data
2016-07-31,hhs4,0.615225,inc wili,observed data
2016-07-31,hhs5,0.559739,inc wili,observed data
2016-07-31,hhs6,1.03208,inc wili,observed data
2016-07-31,hhs7,0.222125,inc wili,observed data
2016-07-31,hhs8,0.331639,inc wili,observed data
2016-07-31,hhs9,0.793163,inc wili,observed data
2016-07-31,nat,0.663501,inc wili,observed data
2016-08-07,hhs1,0.333124,inc wili,observed data
2016-08-07,hhs10,0.195011,inc wili,observed data
2016-08-07,hhs2,0.533826,inc wili,observed data
2016-08-07,hhs3,0.958014,inc wili,observed data
2016-08-07,hhs4,0.851918,inc wili,observed data
2016-08-07,hhs5,0.499993,inc wili,observed data
2016-08-07,hhs6,1.0707,inc wili,observed data
2016-08-07,hhs7,0.279177,inc wili,observed data
2016-08-07,hhs8,0.389203,inc wili,observed data
2016-08-07,hhs9,0.777639,inc wili,observed data
2016-08-07,nat,0.69276,inc wili,observed data
2016-08-14,hhs1,0.389443,inc wili,observed data
2016-08-14,hhs10,0.117011,inc wili,observed data
2016-08-14,hhs2,0.568049,inc wili,observed data
2016-08-14,hhs3,0.86297,inc wili,observed data
2016-08-14,hhs4,0.859982,inc wili,observed data
2016-08-14,hhs5,0.534359,inc wili,observed data
2016-08-14,hhs6,1.11025,inc wili,observed data
2016-08-14,hhs7,0.141758,inc wili,observed data
2016-08-14,hhs8,0.379123,inc wili,observed data
2016-08-14,hhs9,0.889385,inc wili,observed data
2016-08-14,nat,0.710029,inc wili,observed data
2016-08-21,hhs1,0.401698,inc wili,observed data
2016-08-21,hhs10,0.183599,inc wili,observed data
2016-08-21,hhs2,0.60012,inc wili,observed data
2016-08-21,hhs3,0.919978,inc wili,observed data
2016-08-21,hhs4,0.992024,inc wili,observed data
2016-08-21,hhs5,0.69594,inc wili,observed data
2016-08-21,hhs6,1.41844,inc wili,observed data
2016-08-21,hhs7,0.283671,inc wili,observed data
2016-08-21,hhs8,0.564038,inc wili,observed data
2016-08-21,hhs9,0.960892,inc wili,observed data
2016-08-21,nat,0.834232,inc wili,observed data
2016-08-28,hhs1,0.386442,inc wili,observed data
2016-08-28,hhs10,0.269324,inc wili,observed data
2016-08-28,hhs2,0.603582,inc wili,observed data
2016-08-28,hhs3,1.07718,inc wili,observed data
2016-08-28,hhs4,1.01695,inc wili,observed data
2016-08-28,hhs5,0.638424,inc wili,observed data
2016-08-28,hhs6,2.21023,inc wili,observed data
2016-08-28,hhs7,0.29973,inc wili,observed data
2016-08-28,hhs8,0.831985,inc wili,observed data
2016-08-28,hhs9,1.21347,inc wili,observed data
2016-08-28,nat,0.992621,inc wili,observed data
2016-09-04,hhs1,0.564664,inc wili,observed data
2016-09-04,hhs10,0.322706,inc wili,observed data
2016-09-04,hhs2,0.68985,inc wili,observed data
2016-09-04,hhs3,1.14754,inc wili,observed data
2016-09-04,hhs4,0.900288,inc wili,observed data
2016-09-04,hhs5,0.695816,inc wili,observed data
2016-09-04,hhs6,2.30176,inc wili,observed data
2016-09-04,hhs7,0.428906,inc wili,observed data
2016-09-04,hhs8,0.637444,inc wili,observed data
2016-09-04,hhs9,1.21141,inc wili,observed data
2016-09-04,nat,1.01605,inc wili,observed data
2016-09-11,hhs1,0.579147,inc wili,observed data
2016-09-11,hhs10,0.317609,inc wili,observed data
2016-09-11,hhs2,0.739722,inc wili,observed data
2016-09-11,hhs3,1.00533,inc wili,observed data
2016-09-11,hhs4,1.07002,inc wili,observed data
2016-09-11,hhs5,0.794893,inc wili,observed data
2016-09-11,hhs6,2.09464,inc wili,observed data
2016-09-11,hhs7,0.273509,inc wili,observed data
2016-09-11,hhs8,0.842631,inc wili,observed data
2016-09-11,hhs9,1.46895,inc wili,observed data
2016-09-11,nat,1.07169,inc wili,observed data
2016-09-18,hhs1,0.602019,inc wili,observed data
2016-09-18,hhs10,0.231198,inc wili,observed data
